stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
9021014001004000,Amhult Resecentrum,57.709556,11.780167,1,,
9021014001005000,Backa Bergö,57.749828,11.996428,1,,
9021014001020000,Akkas Gata,57.754227,11.980696,1,,
9021014001025000,Alelyckan,57.753062,12.011173,1,,
9021014001030000,Lexbyvägen,57.762975,11.835789,1,,
9021014001031000,Vrångö,57.570318,11.792013,1,,
9021014001033000,Sjumansholmen,57.593918,11.768958,1,,
9021014001034000,Kårholmen,57.591258,11.781982,1,,
9021014001035000,Donsö,57.599770,11.793988,1,,
9021014001036000,Styrsö Skäret,57.603880,11.790913,1,,
9021014001038000,Styrsö Bratten,57.616118,11.794255,1,,
9021014001039000,Köpstadsö,57.625188,11.809557,1,,
9021014001040000,Allhelgonakyrkan,57.757347,12.036696,1,,
9021014001043000,Stora Förö,57.629837,11.854056,1,,
9021014001044000,Knarrholmen,57.625994,11.828687,1,,
9021014001045000,Asperö Östra,57.649256,11.807275,1,,
9021014001048000,Asperö Norra,57.650670,11.792497,1,,
9021014001049000,Brännö Rödsten,57.648525,11.785528,1,,
9021014001050000,Almedal,57.687162,11.997020,1,,
9021014001061000,Källö,57.623154,11.780752,1,,
9021014001062000,Styrsö Tången,57.621499,11.769774,1,,
9021014001064000,Vargö,57.623379,11.757209,1,,
9021014001066000,Brännö Husvik,57.635354,11.766750,1,,
9021014001070000,Amhults Torg,57.710024,11.774197,1,,
9021014001075000,Angered Centrum,57.796070,12.049207,1,,
9021014001076000,Angered C Ers.hpl,57.795743,12.047147,1,,
9021014001077000,Angeredsvinkeln,57.800435,12.043683,1,,
9021014001080000,Angereds Kyrka,57.788298,12.095968,1,,
9021014001082000,Angereds Storåsväg,57.772860,12.050564,1,,
9021014001085000,Vättleskolan,57.800804,12.063045,1,,
9021014001090000,Anekdotgatan,57.727332,11.964407,1,,
9021014001100000,Annedalskyrkan,57.685619,11.954675,1,,
9021014001110000,Anneholmsgatan,57.697042,12.003974,1,,
9021014001115000,Tagenevägen 11,57.769538,11.992251,1,,
9021014001119000,Aprikosgatan,57.647873,11.872008,1,,
9021014001120000,Aprilgatan,57.761113,12.041331,1,,
9021014001130000,Arendal Portal,57.697986,11.826002,1,,
9021014001133000,Arendals Allé,57.697754,11.814959,1,,
9021014001136000,Arendal Skans,57.696496,11.818561,1,,
